-5.866704583168029785e-01,3.964352607727050781e-01,1.235368728637695312e+00
2.187900066375732422e+00,4.666144549846649170e-01,1.943145692348480225e-01
-1.359598159790039062e+00,-1.669085025787353516e+00,2.822113037109375000e-01
6.661869883537292480e-01,-6.616473197937011719e-01,2.561532557010650635e-01
5.834481120109558105e-01,1.448871612548828125e+00,3.865844756364822388e-02
-1.805016160011291504e+00,-7.738637924194335938e-02,5.058624222874641418e-02
-5.299574732780456543e-01,-1.034803390502929688e+00,1.323310494422912598e+00
1.024177193641662598e+00,5.745404958724975586e-01,1.074900627136230469e+00
-2.000885486602783203e+00,-8.419051170349121094e-01,1.132471799850463867e+00
-5.312965512275695801e-01,-3.490129709243774414e-01,2.151904106140136719e-01
1.649250626564025879e+00,1.456970334053039551e+00,6.503057479858398438e-01
3.961319029331207275e-01,-3.605053722858428955e-01,1.413743019104003906e+00
-3.716136217117309570e-01,8.152558803558349609e-01,1.983633041381835938e-01
2.763462066650390625e-01,1.303173899650573730e+00,1.040984034538269043e+00
1.491814613342285156e+00,-1.775451600551605225e-01,5.900415182113647461e-01
5.902547836303710938e-01,3.481606245040893555e-01,1.978111267089843750e-01
-1.462695598602294922e+00,1.678466787780052982e-06,1.013501167297363281e+00
-3.245874345302581787e-01,-1.249695777893066406e+00,4.235894680023193359e-01
-1.328625559806823730e+00,-1.532810926437377930e+00,1.185913085937500000e+00
1.323772907257080078e+00,8.119404911994934082e-01,1.690731048583984375e-01
-1.809669494628906250e+00,-9.295729398727416992e-01,2.704824805259704590e-01
-1.099509239196777344e+00,3.491525053977966309e-01,2.183260917663574219e-01
2.122289985418319702e-01,5.474159717559814453e-01,1.354738712310791016e+00
-9.132233858108520508e-01,-3.596944212913513184e-01,1.426170825958251953e+00
1.772572994232177734e+00,5.922811627388000488e-01,8.919210433959960938e-01
9.219438433647155762e-01,1.602050781250000000e+00,7.093724012374877930e-01
1.179952621459960938e-01,-8.919422030448913574e-01,8.989465236663818359e-01
-1.105383753776550293e+00,-8.176245689392089844e-01,2.192654609680175781e-01
9.139751791954040527e-01,-3.675808906555175781e-01,9.428265094757080078e-01
1.601382374763488770e+00,1.123131886124610901e-01,-2.933502197265625000e-02
-2.110272407531738281e+00,-3.947400450706481934e-01,5.802760124206542969e-01
1.267599463462829590e+00,1.763237595558166504e+00,1.537284851074218750e-01
-4.989806935191154480e-02,1.160621419548988342e-01,2.000608444213867188e-01
-7.634872198104858398e-01,-1.482625246047973633e+00,-2.479648590087890625e-02
-8.445354104042053223e-01,-1.525188922882080078e+00,7.175918221473693848e-01
-2.833975851535797119e-01,-1.779836565256118774e-01,1.478385925292968750e+00
-1.206534147262573242e+00,-9.243865609169006348e-01,1.312055587768554688e+00
-1.488640010356903076e-01,8.411359786987304688e-01,9.373003840446472168e-01
9.935195446014404297e-01,-1.159840747714042664e-01,1.984872817993164062e-01
3.821945190429687500e-02,-5.681846737861633301e-01,2.054568380117416382e-01
1.999909400939941406e+00,9.788919091224670410e-01,4.884567260742187500e-01
-1.791683673858642578e+00,-1.283735513687133789e+00,7.554037570953369141e-01
-7.813598513603210449e-01,5.649237632751464844e-01,6.940332055091857910e-01
1.914950460195541382e-01,1.051066279411315918e+00,1.979942321777343750e-01
6.606374979019165039e-01,1.843018084764480591e-01,1.282173633575439453e+00
1.201147317886352539e+00,1.183717370033264160e+00,9.536767005920410156e-01
1.945256710052490234e+00,1.445484161376953125e-01,6.271545290946960449e-01
1.289269208908081055e+00,1.373290956507844385e-06,1.087716102600097656e+00
-1.019715890288352966e-01,-7.277563214302062988e-01,1.384777545928955078e+00
-1.521337985992431641e+00,8.827292919158935547e-02,4.640902578830718994e-01
-1.346717596054077148e+00,-3.491669297218322754e-01,2.186632156372070312e-01
1.586631178855895996e+00,1.282696843147277832e+00,1.619944572448730469e-01
6.911605596542358398e-01,9.600819349288940430e-01,1.092414855957031250e+00
4.112305343151092529e-01,1.337662696838378906e+00,5.442756414413452148e-01
1.087026000022888184e+00,1.283470153808593750e+00,1.663279533386230469e-01
-1.537322640419006348e+00,-5.537358522415161133e-01,1.289428710937500000e+00
7.559381127357482910e-01,8.159124851226806641e-01,2.041320800781250000e-01
-5.305908322334289551e-01,3.485494256019592285e-01,2.056069374084472656e-01
1.157620191574096680e+00,3.481234610080718994e-01,1.970901489257812500e-01
4.291604459285736084e-01,-1.159386336803436279e-01,1.952719688415527344e-01
-1.026294827461242676e+00,1.890415847301483154e-01,1.135175228118896484e+00
-3.726307451725006104e-01,-8.174874782562255859e-01,2.180662155151367188e-01
-1.857423663139343262e+00,-2.828745841979980469e-01,1.058429241180419922e+00
-9.011806845664978027e-01,-1.324696063995361328e+00,1.226767539978027344e+00
1.100109815597534180e-01,5.809261798858642578e-01,1.958885192871093750e-01
-1.400298118591308594e+00,-1.190255641937255859e+00,2.300903201103210449e-01
5.216140747070312500e-01,-6.281886696815490723e-01,9.165875315666198730e-01
1.732362985610961914e+00,5.774597525596618652e-01,1.531004905700683594e-01
-3.288059234619140625e-01,-1.174988746643066406e+00,8.876441717147827148e-01
2.450752556324005127e-01,-9.185023307800292969e-01,4.476373195648193359e-01
-9.352212548255920410e-01,-1.163086667656898499e-01,2.186307907104492188e-01
-2.038424491882324219e+00,-8.886035084724426270e-01,6.529456973075866699e-01
-1.196289062500000000e-01,1.004682183265686035e+00,5.113953948020935059e-01
-1.356075882911682129e+00,-1.682894229888916016e+00,7.727416753768920898e-01
1.464703381061553955e-01,1.339912387265940197e-06,1.439311027526855469e+00
-1.578381896018981934e+00,-1.131743431091308594e+00,1.219148635864257812e+00
-1.209847450256347656e+00,2.800680398941040039e-01,7.509295344352722168e-01
1.391426205635070801e+00,7.785729765892028809e-01,9.927000999450683594e-01
-1.622071862220764160e-01,3.589991629123687744e-01,1.436862945556640625e+00
1.128483295440673828e+00,-3.927612304687500000e-01,4.929777383804321289e-01
-5.344322919845581055e-01,-5.380272269248962402e-01,1.451530456542968750e+00
1.742417335510253906e+00,1.029302239418029785e+00,8.150880336761474609e-01
-6.574333906173706055e-01,1.239776565853389911e-06,1.442238807678222656e+00
1.674390316009521484e+00,1.948231011629104614e-01,9.557361602783203125e-01
2.834701538085937500e-01,9.371827244758605957e-01,1.233320236206054688e+00
1.931964635848999023e+00,9.573841094970703125e-02,2.139800935983657837e-01
1.321834087371826172e+00,1.631949782371520996e+00,8.098707199096679688e-01
-6.991250514984130859e-01,-1.053678393363952637e+00,2.159018516540527344e-01
1.390164256095886230e+00,-1.905360221862792969e-01,2.022213637828826904e-01
-1.813149213790893555e+00,-1.092662811279296875e-01,7.033795118331909180e-01
-1.318461298942565918e+00,-1.825973093509674072e-01,1.335094928741455078e+00
-5.049530044198036194e-02,-1.053420186042785645e+00,2.140960693359375000e-01
2.117284774780273438e+00,6.328240633010864258e-01,6.377937197685241699e-01
-1.402620553970336914e+00,1.142199710011482239e-01,8.901214599609375000e-02
9.145730137825012207e-01,1.645211696624755859e+00,2.786596715450286865e-01
7.881547212600708008e-01,-1.839950382709503174e-01,1.291692256927490234e+00
